"","train_lls","train_acc","train_response","train_prediction"
"111",-1.11246199736044,FALSE,2,3
"112",-0.547905499522842,TRUE,3,3
"113",-1.07285493316119,FALSE,2,3
"114",-0.857711027279673,FALSE,3,2
"115",-0.618673039320634,TRUE,3,3
"116",-0.959650456681683,FALSE,2,3
"117",-0.578901415467243,TRUE,3,3
"118",-0.552103623539469,TRUE,3,3
"119",-0.547380179243551,TRUE,3,3
"120",-0.722438258768562,TRUE,2,2
"121",-0.791253797960547,TRUE,2,2
"122",-1.04945388315552,FALSE,2,3
"123",-1.01895937619165,FALSE,3,2
"124",-1.64028267426152,FALSE,4,3
"125",-0.640486400987082,TRUE,3,3
"126",-2.68125396839849,FALSE,1,3
"127",-0.680353531174706,TRUE,3,3
"128",-0.959650456681683,FALSE,2,3
"129",-0.791253797960547,TRUE,2,2
"130",-2.87456779647722,FALSE,4,3
"131",-0.553673431421309,TRUE,3,3
"132",-0.720607766579251,TRUE,2,2
"133",-1.26968699288739,FALSE,2,3
"134",-0.828077944506212,TRUE,3,3
"135",-0.723774520176341,TRUE,2,2
"136",-0.560945683527484,TRUE,3,3
"137",-0.550760717343626,TRUE,3,3
"138",-0.966787823401978,FALSE,2,3
"139",-0.583101212346716,TRUE,3,3
"140",-0.0921202270073042,TRUE,1,1
"141",-0.82115328623107,TRUE,2,2
"142",-0.726940398063834,TRUE,2,2
"143",-0.904262960652552,FALSE,3,2
"144",-2.54118755385295,FALSE,4,3
"145",-0.723054169395298,TRUE,2,2
"146",-1.02633624949668,FALSE,2,3
"147",-0.54763655672941,TRUE,3,3
"148",-0.898801599369353,FALSE,2,3
"149",-1.0035886545934,FALSE,2,3
"150",-0.830878065993961,TRUE,2,2
"151",-1.71938792243953,FALSE,1,2
"152",-0.751851576194687,TRUE,2,2
"153",-0.759182768235824,TRUE,2,2
"154",-0.938509070302759,FALSE,2,3
"155",-0.722464730945864,TRUE,2,2
"156",-0.811995247834659,TRUE,2,2
"157",-0.625611407736581,TRUE,3,3
"158",-0.675496627110791,TRUE,3,3
"159",-0.945482313862656,FALSE,2,3
"160",-0.918308548538292,FALSE,2,3
"161",-1.23899613216048,FALSE,2,3
"162",-0.898801599369353,FALSE,2,3
"163",-0.580953366600821,TRUE,3,3
"164",-0.968889935223402,FALSE,3,2
"165",-0.945482313862656,FALSE,2,3
"166",-0.944312458240797,FALSE,3,2
"167",-1.66954505484473,FALSE,4,3
"168",-0.880310052114997,FALSE,2,3
"169",-0.90516368726202,FALSE,2,3
"170",-0.820765252173432,TRUE,3,3
"171",-0.727891225532856,TRUE,2,2
"172",-0.792747658777731,TRUE,3,3
"173",-0.576880534077657,TRUE,3,3
"174",-0.799737073821293,TRUE,3,3
"175",-2.14766619369866,FALSE,4,3
"176",-1.19961892670874,FALSE,2,3
"177",-0.974110085619274,FALSE,2,3
"178",-0.5530737638757,TRUE,3,3
"179",-0.640486400987082,TRUE,3,3
"180",-0.622193714986605,TRUE,3,3
"181",-0.727891225532856,TRUE,2,2
"182",-0.97719939708177,FALSE,3,2
"183",-0.719294085485995,TRUE,2,2
"184",-0.549110211520866,TRUE,3,3
"185",-0.795060885578746,TRUE,2,2
"186",-0.745421379188569,TRUE,2,2
"187",-0.695508805966613,TRUE,3,3
"188",-2.49091675972047,FALSE,4,3
"189",-1.28555390665885,FALSE,1,2
"190",-0.78606854162649,TRUE,2,2
"191",-0.547213737885278,TRUE,3,3
"192",-2.17446729530052,FALSE,1,2
"193",-0.720456859297627,TRUE,2,2
"194",-1.07285493316119,FALSE,2,3
"195",-0.552420265657463,TRUE,3,3
"196",-0.872891131403248,FALSE,3,2
"197",-0.948456889075372,FALSE,1,2
"198",-0.494243023596862,TRUE,1,1
"199",-0.871888561405642,FALSE,1,2
"200",-0.751851576194687,TRUE,2,2
"201",-2.7192496881605,FALSE,1,3
"202",-0.555488273627647,TRUE,3,3
"203",-1.05720083528351,FALSE,2,3
"204",-0.719218048715448,TRUE,2,2
"205",-1.44673621532742,FALSE,3,2
"206",-0.721327599887105,TRUE,2,2
"207",-1.24668384669107,FALSE,2,3
"208",-0.568054149995605,TRUE,3,3
"209",-0.680353531174706,TRUE,3,3
"210",-0.931690118943886,FALSE,2,3
"211",-2.55842145233971,FALSE,4,3
"212",-0.559792266972034,TRUE,3,3
"213",-0.828077944506212,TRUE,3,3
"214",-0.5530737638757,TRUE,3,3
"215",-0.73524615994236,TRUE,2,2
"216",-0.625611407736581,TRUE,3,3
"217",-1.16806308629401,FALSE,2,3
"218",-1.48803563247132,FALSE,2,3
"219",-0.548276954595413,TRUE,3,3
"220",-0.754135186651103,TRUE,2,2
"221",-3.83347796714133,FALSE,4,2
"222",-1.12819733650874,FALSE,2,3
"223",-0.552420265657463,TRUE,3,3
"224",-1.05720083528351,FALSE,2,3
"225",-0.546864983978579,TRUE,3,3
"226",-0.569742813526364,TRUE,3,3
"227",-0.743499994141703,TRUE,2,2
"228",-0.573188959644638,TRUE,3,3
"229",-1.12819733650874,FALSE,2,3
"230",-0.720888610175192,TRUE,2,2
"231",-1.56652262038349,FALSE,3,2
"232",-2.01468206177401,FALSE,4,3
"233",-0.747074262683032,TRUE,3,3
"234",-0.868493144736704,FALSE,2,3
"235",-0.893614696348974,FALSE,1,2
"236",-2.10940056916676,FALSE,4,3
"237",-0.592457401166491,TRUE,3,3
"238",-0.576880534077657,TRUE,3,3
"239",-0.71988979893554,TRUE,2,2
"240",-0.622193714986605,TRUE,3,3
"241",-0.730887621188398,TRUE,2,2
"242",-0.865512895215539,FALSE,3,2
"243",-0.754135186651103,TRUE,2,2
"244",-1.04444083824849,FALSE,3,2
"245",-1.19003402941325,FALSE,1,2
"246",-0.723737995554268,TRUE,2,2
"247",-0.880310052114997,FALSE,2,3
"248",-1.18397603361552,FALSE,2,3
"249",-0.730019672282342,TRUE,2,2
"250",-0.645368023320859,TRUE,2,2
"251",-1.09950623542386,FALSE,3,2
"252",-1.32837815983504,FALSE,1,2
"253",-0.643001045241669,TRUE,2,2
"254",-0.890950816016187,FALSE,2,1
"255",-1.17905569480877,FALSE,1,2
"256",-0.637004967200018,TRUE,3,3
"257",-0.634510159405016,TRUE,2,2
"258",-0.713788684991984,TRUE,2,2
"259",-0.65946420225569,TRUE,2,2
"260",-0.617628836050065,TRUE,2,2
"261",-0.615940518293441,TRUE,2,2
"262",-0.615552239311999,TRUE,2,2
"263",-0.623432487741695,TRUE,2,2
"264",-0.844346013892073,FALSE,2,3
"265",-0.61807182266086,TRUE,2,2
"266",-1.0835092076177,FALSE,1,2
"267",-0.718188329763748,TRUE,3,3
"268",-1.15509577475458,FALSE,1,2
"269",-0.709551639508371,TRUE,2,2
"270",-0.616291316178352,TRUE,2,2
"271",-1.26555816845443,FALSE,1,2
"272",-0.616291316178352,TRUE,2,2
"273",-0.973136175139136,FALSE,3,2
"274",-0.611886333064359,TRUE,3,3
"275",-0.731513803812272,TRUE,2,2
"276",-0.717982081225797,TRUE,2,2
"277",-1.4037396845745,FALSE,1,2
"278",-0.795469470781969,TRUE,1,1
"279",-0.614916377078238,TRUE,2,2
"280",-0.956338142670344,FALSE,2,1
"281",-0.615862199410698,TRUE,2,2
"282",-0.627568538522727,TRUE,2,2
"283",-0.908004918520471,FALSE,3,2
"284",-0.635337704140134,TRUE,2,2
"285",-1.55469351640817,FALSE,1,2
"286",-0.697816499490595,TRUE,2,2
"287",-0.617397304166085,TRUE,2,2
"288",-0.633614063751996,TRUE,2,2
"289",-0.722248239973551,TRUE,2,2
"290",-0.626138710523516,TRUE,2,2
"291",-0.709030066401042,TRUE,3,3
"292",-0.619621212684499,TRUE,2,2
"293",-0.467999566557388,TRUE,1,1
"294",-0.615032215151947,TRUE,2,2
"295",-0.65946420225569,TRUE,2,2
"296",-0.476418703310425,TRUE,1,1
"297",-0.701604997723453,TRUE,1,1
"298",-0.616958796169661,TRUE,2,2
"299",-0.62914558257626,TRUE,2,2
"300",-0.816278801070971,TRUE,2,2
"301",-0.6707655225011,TRUE,2,2
"302",-0.750469780666017,TRUE,2,2
"303",-0.664823404869734,TRUE,2,2
"304",-0.780884048901352,TRUE,2,2
"305",-0.649634948340782,TRUE,2,2
"306",-0.69689011527014,TRUE,2,2
"307",-0.692156800320599,TRUE,3,3
"308",-0.615940518293441,TRUE,2,2
"309",-0.530786089496565,TRUE,1,1
"310",-0.796935611210107,FALSE,2,1
"311",-1.32837815983504,FALSE,1,2
"312",-0.614858230657962,TRUE,2,2
"313",-0.624852686561274,TRUE,2,2
"314",-1.03743016531077,FALSE,1,2
"315",-0.542162583682223,TRUE,1,1
"316",-0.616802870677622,TRUE,2,2
"317",-0.666718457898657,TRUE,3,3
"318",-0.618816378999762,TRUE,2,2
"319",-1.13074683475591,FALSE,1,2
"320",-0.653051520600968,TRUE,2,2
"321",-1.69410395168889,FALSE,3,2
"322",-0.6707655225011,TRUE,2,2
"323",-0.630410585969869,TRUE,2,2
"324",-0.615552239311999,TRUE,2,2
"325",-0.656897077577218,TRUE,2,2
"326",-0.649634948340782,TRUE,2,2
"327",-0.708905972465176,TRUE,1,1
"328",-0.671218221812449,TRUE,2,2
"329",-0.614916377078238,TRUE,2,2
"330",-0.960111464710311,FALSE,1,2
"331",-0.852976128256521,FALSE,3,2
"332",-1.09950623542386,FALSE,3,2
"333",-0.85181175964569,FALSE,2,3
"334",-0.640716253413306,TRUE,2,2
"335",-0.867075367410891,FALSE,2,3
"336",-1.30330109523676,FALSE,1,2
"337",-0.949507626136183,FALSE,1,2
"338",-0.756427789669895,TRUE,2,2
"339",-1.1343363871539,FALSE,3,2
"340",-0.868512946885414,FALSE,3,2
"341",-0.722248239973551,TRUE,2,2
"342",-1.00355858416083,FALSE,1,2
"343",-0.615501639563813,TRUE,2,2
"344",-0.651912975689635,TRUE,2,2
"345",-0.673813927167738,TRUE,2,2
"346",-0.622523757976251,TRUE,2,2
"347",-0.626125669727436,TRUE,2,2
"348",-0.681216915688094,TRUE,1,1
"349",-0.751161446412178,TRUE,2,2
"350",-1.12546002737547,FALSE,3,2
"351",-0.6707655225011,TRUE,2,2
"352",-0.126364133827641,TRUE,1,1
"353",-0.643004001046539,TRUE,2,2
"354",-0.849478423344798,FALSE,1,2
"355",-0.624704992754303,TRUE,2,2
"356",-0.888067840258014,FALSE,1,2
"357",-0.636461845925786,TRUE,2,2
"358",-0.643001045241669,TRUE,2,2
"359",-1.84105567568105,FALSE,1,2
"360",-0.845406440166923,FALSE,3,2
"361",-0.632001639909445,TRUE,2,2
"362",-1.30330109523676,FALSE,1,2
"363",-0.64097541553969,TRUE,2,2
"364",-0.616291316178352,TRUE,2,2
"365",-0.680200696772569,TRUE,2,2
"366",-0.908004918520471,FALSE,3,2
"367",-0.759128998170738,TRUE,3,3
"368",-0.902124756900058,FALSE,2,1
"369",-1.21605939006957,FALSE,1,2
"370",-0.627484194825424,TRUE,2,2
"371",-1.06012010693019,FALSE,1,2
"372",-0.610242161228457,TRUE,3,3
"373",-0.630410585969869,TRUE,2,2
"374",-0.614913710696355,TRUE,2,2
"375",-1.65440119883998,FALSE,1,2
"376",-0.616291316178352,TRUE,2,2
"377",-0.640716253413306,TRUE,2,2
"378",-1.45241261216493,FALSE,3,2
"379",-0.756427789669895,TRUE,2,2
"380",-0.795469470781969,TRUE,1,1
"381",-0.697816499490595,TRUE,2,2
"382",-0.622215893558235,TRUE,2,2
"383",-0.913003477261749,FALSE,2,1
"384",-0.72237148597363,TRUE,2,2
"385",-0.703275611184795,TRUE,3,3
"386",-0.616802870677622,TRUE,2,2
"387",-0.673813927167738,TRUE,2,2
"388",-0.11527364460189,TRUE,1,1
"389",-0.627568538522727,TRUE,2,2
"390",-0.745604241018297,TRUE,2,2
"391",-0.638539340003605,TRUE,2,2
"392",-0.630410585969869,TRUE,2,2
"393",-0.770593029593846,TRUE,2,2
"394",-0.623676840318516,TRUE,2,2
"395",-0.752486666767315,TRUE,3,3
"396",-0.615251473276433,TRUE,2,2
"397",-1.66692025935816,FALSE,1,2
"398",-0.624704992754303,TRUE,2,2
"399",-0.888067840258014,FALSE,1,2
"400",-0.678111947038592,TRUE,2,2
"401",-0.667993372593097,TRUE,2,2
"402",-0.61521353190622,TRUE,2,2
"403",-0.831085046525725,FALSE,1,2
"404",-1.69410395168889,FALSE,3,2
"405",-0.637151659718955,TRUE,2,2
"406",-0.620526881182466,TRUE,2,2
"407",-0.615501639563813,TRUE,2,2
"408",-0.614858230657962,TRUE,2,2
"409",-0.683490927050854,TRUE,2,2
"410",-0.615251473276433,TRUE,2,2
"411",-0.676944107850311,TRUE,2,2
"412",-1.13074683475591,FALSE,1,2
"413",-0.615501639563813,TRUE,2,2
"414",-0.650401265986438,TRUE,2,2
"415",-0.637004967200018,TRUE,3,3
"416",-0.616416726432211,TRUE,2,2
"417",-1.49224355377295,FALSE,1,2
"418",-0.621109801017155,TRUE,2,2
"419",-0.74068910909013,TRUE,2,2
"420",-0.617628836050065,TRUE,2,2
"421",-0.683490927050854,TRUE,2,2
"422",-1.4037396845745,FALSE,1,2
"423",-0.697816499490595,TRUE,2,2
"424",-0.667760609439261,TRUE,2,2
"425",-0.617397304166085,TRUE,2,2
"426",-1.03585901382675,FALSE,2,3
"427",-0.630410585969869,TRUE,2,2
"428",-0.639060819043901,TRUE,2,2
"429",-0.74068910909013,TRUE,2,2
"430",-1.11897762247334,FALSE,1,2
"431",-0.716039317378783,TRUE,1,1
"432",-0.868512946885414,FALSE,3,2
"433",-0.638539340003605,TRUE,2,2
"434",-1.02612926829321,FALSE,1,2
"435",-0.617397304166085,TRUE,2,2
"436",-0.635337704140134,TRUE,2,2
"437",-0.637501587087762,TRUE,1,1
"438",-0.513375168093909,TRUE,1,1
"439",-0.899745820136409,FALSE,2,3
"440",-0.647870631431593,TRUE,2,2
"441",-0.681216915688094,TRUE,1,1
"442",-0.632001639909445,TRUE,2,2
"443",-0.686820050431288,TRUE,3,3
"444",-0.630821136369208,TRUE,2,2
"445",-1.06302259873342,FALSE,2,1
"446",-0.367304920506806,TRUE,1,1
"447",-0.488090366146,TRUE,1,1
"448",-0.678111947038592,TRUE,2,2
"449",-0.614916377078238,TRUE,2,2
"450",-0.746117118706584,TRUE,2,2
"451",-0.628921225229044,TRUE,2,2
"452",-0.723350183620973,TRUE,1,1
"453",-0.655421559829031,TRUE,1,1
"454",-0.890950816016187,FALSE,2,1
"455",-0.686910681205579,TRUE,2,2
"456",-1.02283297274807,FALSE,3,2
"457",-0.619621212684499,TRUE,2,2
"458",-0.615032215151947,TRUE,2,2
"459",-0.628921225229044,TRUE,2,2
"460",-0.973136175139136,FALSE,3,2
"461",-0.622215893558235,TRUE,2,2
"462",-0.681613811327592,TRUE,3,3
"463",-0.713459115787962,TRUE,2,2
"464",-0.637151659718955,TRUE,2,2
"465",-0.656897077577218,TRUE,2,2
"466",-0.772623469850705,TRUE,3,3
"467",-0.852976128256521,FALSE,3,2
"468",-1.07188896818916,FALSE,1,2
"469",-0.85903097726517,FALSE,1,2
"470",-0.645112054357843,TRUE,2,2
"471",-0.686820050431288,TRUE,3,3
"472",-0.628921225229044,TRUE,2,2
"473",-0.800846089881771,TRUE,3,3
"474",-1.03129780987292,FALSE,3,2
"475",-1.01486213372673,FALSE,1,2
"476",-0.690375859322815,TRUE,2,2
"477",-0.645112054357843,TRUE,2,2
"478",-0.674572200126623,TRUE,1,1
"479",-0.599493828994353,TRUE,1,1
"480",-0.746117118706584,TRUE,2,2
"481",-1.50443012455001,FALSE,1,2
"482",-0.617628836050065,TRUE,2,2
"483",-0.494201224920332,TRUE,1,1
"484",-0.617628836050065,TRUE,2,2
"485",-0.709551639508371,TRUE,2,2
"486",-0.662189835558086,TRUE,2,2
"487",-0.683490927050854,TRUE,2,2
"488",-0.694806769879836,TRUE,1,1
"489",-0.639060819043901,TRUE,2,2
"490",-0.604694200743964,TRUE,1,1
"491",-0.62914558257626,TRUE,2,2
"492",-0.674614545900617,TRUE,2,2
"493",-0.689032033701783,TRUE,2,2
"494",-0.594584597848059,TRUE,1,1
"495",-0.849478423344798,FALSE,1,2
"496",-0.616416726432211,TRUE,2,2
"497",-0.662189835558086,TRUE,2,2
"498",-0.7313534411264,TRUE,2,2
"499",-0.542151078944784,TRUE,3,3
"500",-0.547145344664046,TRUE,3,3
"501",-4.5618997343671,FALSE,5,3
"502",-0.532957532607694,TRUE,3,3
"503",-0.796114710495714,TRUE,3,3
"504",-1.90373716942051,FALSE,4,3
"505",-0.636316107306209,TRUE,3,3
"506",-1.49106605528562,FALSE,2,3
"507",-1.29330859737668,FALSE,4,3
"508",-0.541728462104521,TRUE,3,3
"509",-1.69094239530447,FALSE,4,3
"510",-0.518219924049617,TRUE,3,3
"511",-0.51780749239088,TRUE,3,3
"512",-0.524883894870595,TRUE,3,3
"513",-0.595602435563435,TRUE,3,3
"514",-0.518061508827497,TRUE,3,3
"515",-0.56179651272619,TRUE,3,3
"516",-0.997816771171763,FALSE,4,3
"517",-0.548080283519957,TRUE,3,3
"518",-0.562711796611565,TRUE,3,3
"519",-0.517110349220607,TRUE,3,3
"520",-0.53234257171964,TRUE,3,3
"521",-1.56095503595044,FALSE,4,3
"522",-1.28308632628521,FALSE,4,3
"523",-0.707966932543149,TRUE,3,3
"524",-0.56982041862307,TRUE,3,3
"525",-0.565550646149239,TRUE,3,3
"526",-0.520542280385467,TRUE,3,3
"527",-0.67167422015121,TRUE,3,3
"528",-0.516689544475117,TRUE,3,3
"529",-2.02496416015344,FALSE,1,2
"530",-0.516908889286132,TRUE,3,3
"531",-1.53266886309238,FALSE,2,3
"532",-0.579597395005577,TRUE,3,3
"533",-0.528511083796679,TRUE,3,3
"534",-1.74204311557959,FALSE,2,3
"535",-0.55843560273205,TRUE,3,3
"536",-0.517681554407429,TRUE,3,3
"537",-0.527472396950001,TRUE,3,3
"538",-1.22528362525558,FALSE,2,3
"539",-1.47369002185851,FALSE,4,3
"540",-1.21100772080979,FALSE,4,3
"541",-0.518980676046169,TRUE,3,3
"542",-0.742359500294223,TRUE,2,2
"543",-0.516646044842195,TRUE,3,3
"544",-0.541728462104521,TRUE,3,3
"545",-0.736038152530081,TRUE,2,2
"546",-0.978475027140964,FALSE,2,3
"547",-0.519230929090715,TRUE,3,3
"548",-0.529568706282422,TRUE,3,3
"549",-0.590349843809159,TRUE,3,3
"550",-0.547145344664046,TRUE,3,3
"551",-0.626274318829748,TRUE,3,3
"552",-1.36986364907017,FALSE,2,3
"553",-0.655264634213174,TRUE,3,3
"554",-0.536555365245148,TRUE,3,3
"555",-3.31803458933834,FALSE,1,3
"556",-0.620011550743877,TRUE,3,3
"557",-0.518219924049617,TRUE,3,3
"558",-0.772027909213403,TRUE,2,2
"559",-1.62467910129793,FALSE,1,2
"560",-1.08599772005954,FALSE,2,3
"561",-0.52599674269333,TRUE,3,3
"562",-0.516785014316354,TRUE,3,3
"563",-1.4812040720986,FALSE,4,3
"564",-0.572540299940167,TRUE,3,3
"565",-1.69924156327806,FALSE,1,2
"566",-0.51737032384095,TRUE,3,3
"567",-0.626629477877697,TRUE,3,3
"568",-0.518482174761041,TRUE,3,3
"569",-0.552288287098329,TRUE,3,3
"570",-1.40917891836235,FALSE,2,3
"571",-0.530906968460187,TRUE,3,3
"572",-1.3445264976856,FALSE,4,3
"573",-1.45221179704978,FALSE,4,3
"574",-0.51780749239088,TRUE,3,3
"575",-0.540396081121563,TRUE,3,3
"576",-0.536555365245148,TRUE,3,3
"577",-0.987052064333432,FALSE,2,3
"578",-0.56179651272619,TRUE,3,3
"579",-1.60509638475394,FALSE,4,3
"580",-0.594723847995464,TRUE,3,3
"581",-0.589073546704877,TRUE,3,3
"582",-0.547145344664046,TRUE,3,3
"583",-3.20913853169449,FALSE,5,3
"584",-1.86691647615202,FALSE,4,3
"585",-1.22923118440566,FALSE,4,3
"586",-0.528319483153369,TRUE,3,3
"587",-1.23458331488749,FALSE,2,3
"588",-1.2648804863573,FALSE,4,3
"589",-0.541728462104521,TRUE,3,3
"590",-1.24779953513907,FALSE,4,3
"591",-0.60193025919131,TRUE,3,3
"592",-0.581456171591219,TRUE,3,3
"593",-0.516753528350654,TRUE,3,3
"594",-0.53786669511108,TRUE,3,3
"595",-3.71669041296054,FALSE,5,3
"596",-1.49651074631379,FALSE,4,3
"597",-0.527080012016312,TRUE,3,3
"598",-0.952422795449496,FALSE,2,3
"599",-0.575418060650389,TRUE,3,3
"600",-0.543045877263276,TRUE,3,3
"601",-0.547145344664046,TRUE,3,3
"602",-0.293864970645573,TRUE,1,1
"603",-0.540339189158207,TRUE,3,3
"604",-0.640250207264317,TRUE,3,3
"605",-1.5536049175422,FALSE,2,3
"606",-3.00851322530643,FALSE,1,3
"607",-0.535330864137136,TRUE,3,3
"608",-1.4058564043676,FALSE,4,3
"609",-1.41233074391787,FALSE,4,3
"610",-0.590349843809159,TRUE,3,3
"611",-1.44509421624252,FALSE,4,3
"612",-0.528319483153369,TRUE,3,3
"613",-0.531780611745596,TRUE,3,3
"614",-1.77249262988616,FALSE,2,3
"615",-0.551384036788691,TRUE,3,3
"616",-0.579597395005577,TRUE,3,3
"617",-0.605913059058438,TRUE,3,3
"618",-0.815116952042075,TRUE,3,3
"619",-1.86691647615202,FALSE,4,3
"620",-0.523767514415728,TRUE,3,3
"621",-0.566955299420443,TRUE,3,3
"622",-0.649845638573916,TRUE,3,3
"623",-0.525555451059205,TRUE,3,3
"624",-1.70107014991705,FALSE,2,3
"625",-1.51970840332778,FALSE,4,3
"626",-1.56095503595044,FALSE,4,3
"627",-0.538599892145234,TRUE,3,3
"628",-4.28456711455782,FALSE,5,3
"629",-0.576845073801106,TRUE,3,3
"630",-0.67167422015121,TRUE,3,3
"631",-0.55843560273205,TRUE,3,3
"632",-0.523873889471669,TRUE,3,3
"633",-2.22432973153673,FALSE,1,3
"634",-0.566932592665075,TRUE,3,3
"635",-0.617472914350177,TRUE,3,3
"636",-0.51737032384095,TRUE,3,3
"637",-0.548537803705587,TRUE,3,3
"638",-0.2316490254527,TRUE,1,1
"639",-0.528319483153369,TRUE,3,3
"640",-0.622036002975388,TRUE,3,3
"641",-0.536935584143984,TRUE,3,3
"642",-1.45221179704978,FALSE,4,3
"643",-1.13212538645292,FALSE,2,3
"644",-0.521422822119075,TRUE,3,3
"645",-0.607132683695326,TRUE,3,3
"646",-0.517450978863223,TRUE,3,3
"647",-0.519526748567959,TRUE,3,3
"648",-0.52599674269333,TRUE,3,3
"649",-1.17817589424378,FALSE,2,3
"650",-0.566955299420443,TRUE,3,3
"651",-0.559293149189828,TRUE,3,3
"652",-0.516659637454421,TRUE,3,3
"653",-1.12282210067874,FALSE,2,3
"654",-1.51185329122569,FALSE,2,3
"655",-0.529577631704468,TRUE,3,3
"656",-0.519526748567959,TRUE,3,3
"657",-0.516753528350654,TRUE,3,3
"658",-0.516785014316354,TRUE,3,3
"659",-0.552785544972342,TRUE,3,3
"660",-0.517450978863223,TRUE,3,3
"661",-0.549928420778891,TRUE,3,3
"662",-0.552288287098329,TRUE,3,3
"663",-0.516753528350654,TRUE,3,3
"664",-0.546011136998788,TRUE,3,3
