congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
87,Senate,546,52,0,MD,200,0,1,"BEALL, James Glenn",B000271,1894.0,1971.0,0.176,-0.55,-116.81169,0.742,392,50,,0.2,-0.582
87,Senate,1341,52,0,MD,200,0,1,"BUTLER, John Marshall",B001180,1897.0,1978.0,0.368,-0.212,-53.24722,0.84,305,22,,0.373,-0.163
87,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892.0,1979.0,0.175,-0.536,-125.20598,0.712,369,62,,0.179,-0.398
87,Senate,10822,3,0,MA,100,0,5,"SMITH, Benjamin A. II",S000517,1916.0,1991.0,-0.341,-0.376,-72.36603,0.832,393,28,,-0.341,-0.355
87,Senate,4148,23,0,MI,100,0,1,"HART, Philip Aloysius",H000291,1912.0,1976.0,-0.475,-0.358,-74.61413,0.827,394,30,,-0.506,-0.44
87,Senate,6366,23,0,MI,100,0,1,"McNAMARA, Patrick Vincent",M000582,1894.0,1966.0,-0.568,-0.091,-79.23977,0.816,390,29,,-0.679,0.306
87,Senate,4728,33,0,MN,100,0,1,"HUMPHREY, Hubert Horatio, Jr.",H000953,1911.0,1978.0,-0.397,-0.093,-60.23747,0.858,393,14,,-0.375,-0.184
87,Senate,6134,33,0,MN,100,0,1,"McCARTHY, Eugene Joseph",M000311,1916.0,2005.0,-0.433,0.035,-97.1897,0.782,396,44,,-0.331,0.048
87,Senate,2822,46,0,MS,100,0,1,"EASTLAND, James Oliver",E000018,1904.0,1986.0,0.024,1.0,-92.71846,0.777,367,47,,0.038,0.999
87,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901.0,1995.0,-0.056,0.998,-110.35503,0.751,386,50,,-0.011,1.0
87,Senate,5756,34,0,MO,100,0,1,"LONG, Edward Vaughn",L000415,1908.0,1972.0,-0.311,0.072,-76.02441,0.818,378,24,,-0.281,-0.065
87,Senate,9141,34,0,MO,100,0,1,"SYMINGTON, William Stuart (Stuart)",S001136,1901.0,1988.0,-0.319,0.254,-91.93643,0.788,385,41,,-0.25,-0.097
87,Senate,5967,64,0,MT,100,0,1,"MANSFIELD, Michael Joseph (Mike)",M000113,1903.0,2001.0,-0.439,0.43,-101.19471,0.775,398,47,,-0.324,0.353
87,Senate,6442,64,0,MT,100,0,1,"METCALF, Lee Warren",M000671,1911.0,1978.0,-0.483,0.379,-95.56368,0.784,393,55,,-0.365,0.291
87,Senate,2267,35,0,NE,200,0,1,"CURTIS, Carl Thomas",C001006,1905.0,2000.0,0.492,-0.004,-55.79784,0.866,388,22,,0.533,-0.074
87,Senate,4660,35,0,NE,200,0,1,"HRUSKA, Roman Lee",H000875,1904.0,1999.0,0.446,-0.063,-56.55516,0.868,398,22,,0.483,-0.096
87,Senate,688,65,0,NV,100,0,1,"BIBLE, Alan Harvey",B000436,1909.0,1988.0,-0.2,0.528,-116.56736,0.739,386,53,,-0.185,0.528
87,Senate,1482,65,0,NV,100,0,1,"CANNON, Howard Walter",C000120,1912.0,2002.0,-0.211,0.495,-123.6805,0.726,387,58,,-0.156,0.274
87,Senate,1027,4,0,NH,200,1,1,"BRIDGES, Henry Styles (Styles)",B000823,1898.0,1961.0,0.372,-0.475,-28.12599,0.809,133,15,,0.357,-0.296
87,Senate,2087,4,0,NH,200,0,1,"COTTON, Norris H.",C000802,1900.0,1989.0,0.395,-0.318,-83.90117,0.796,368,35,,0.367,-0.328
87,Senate,10815,4,0,NH,200,2,5,"MURPHY, Maurice J., Jr.",M001100,1927.0,2002.0,0.331,-0.13,-40.88457,0.81,194,18,,0.332,-0.145
87,Senate,1569,12,0,NJ,200,0,1,"CASE, Clifford Philip",C000220,1904.0,1982.0,-0.108,-0.994,-74.37289,0.826,389,24,,-0.092,-0.996
87,Senate,10147,12,0,NJ,100,0,1,"WILLIAMS, Harrison Arlington, Jr.",W000502,1919.0,2001.0,-0.344,-0.381,-71.35968,0.833,390,27,,-0.282,-0.329
87,Senate,165,66,0,NM,100,0,1,"ANDERSON, Clinton Presba",A000186,1895.0,1975.0,-0.201,0.213,-89.63489,0.771,345,40,,-0.208,0.194
87,Senate,1678,66,0,NM,100,0,1,"CHAVEZ, Dennis",C000338,1888.0,1962.0,-0.206,0.391,-96.31913,0.771,371,26,,-0.285,0.47
87,Senate,4898,13,0,NY,200,0,1,"JAVITS, Jacob Koppel",J000064,1904.0,1986.0,-0.124,-0.992,-114.7454,0.743,387,50,,-0.127,-0.992
87,Senate,5116,13,0,NY,200,0,1,"KEATING, Kenneth Barnard",K000036,1900.0,1975.0,0.131,-0.991,-109.65349,0.76,399,49,,0.116,-0.993
87,Senate,2987,47,0,NC,100,0,1,"ERVIN, Samuel James, Jr.",E000211,1896.0,1985.0,-0.041,0.999,-114.84302,0.745,390,49,,-0.047,0.84
87,Senate,5073,47,0,NC,100,0,1,"JORDAN, Benjamin Everett",J000267,1896.0,1974.0,-0.093,0.985,-98.88851,0.776,389,35,,-0.06,0.833
87,Senate,1252,36,0,ND,100,0,1,"BURDICK, Quentin Northrup",B001077,1908.0,1992.0,-0.371,0.42,-117.30688,0.74,389,67,,-0.632,0.48
87,Senate,10450,36,0,ND,200,0,1,"YOUNG, Milton Ruben",Y000047,1897.0,1983.0,0.172,0.187,-151.74493,0.671,380,69,,0.213,0.212
87,Senate,5500,24,0,OH,100,0,1,"LAUSCHE, Frank John",L000122,1895.0,1990.0,0.213,-0.281,-265.74013,0.487,369,122,,0.145,-0.274
87,Senate,10454,24,0,OH,100,0,1,"YOUNG, Stephen Marvin",Y000053,1889.0,1984.0,-0.351,-0.114,-150.38332,0.685,397,76,,-0.408,0.019
87,Senate,5213,53,0,OK,100,0,1,"KERR, Robert Samuel",K000144,1896.0,1963.0,-0.209,0.726,-106.119,0.764,395,46,,-0.191,0.519
87,Senate,6597,53,0,OK,100,0,1,"MONRONEY, Almer Stillwell Mike",M000859,1902.0,1980.0,-0.264,0.36,-104.17938,0.763,385,38,,-0.202,0.34
87,Senate,6738,72,0,OR,100,0,1,"MORSE, Wayne Lyman",M001014,1900.0,1974.0,-0.851,0.525,-87.85742,0.801,396,36,,-0.891,0.453
87,Senate,6881,72,0,OR,100,0,1,"NEUBERGER, Maurine Brown",N000052,1907.0,2000.0,-0.665,0.066,-60.46736,0.858,394,24,,-0.721,0.025
87,Senate,1776,14,0,PA,100,0,1,"CLARK, Joseph Sill",C000444,1901.0,1990.0,-0.576,-0.332,-93.04204,0.791,396,46,,-0.621,-0.303
87,Senate,8301,14,0,PA,200,0,1,"SCOTT, Hugh Doggett, Jr.",S000174,1900.0,1994.0,0.162,-0.823,-139.70439,0.702,395,65,,0.14,-0.738
87,Senate,7229,5,0,RI,100,0,1,"PASTORE, John Orlando",P000100,1907.0,2000.0,-0.256,-0.144,-89.84681,0.798,399,32,,-0.29,-0.095
87,Senate,10818,5,0,RI,100,0,1,"PELL, Claiborne de Borda",P000193,1918.0,2009.0,-0.332,-0.326,-109.84442,0.759,398,44,,-0.33,-0.145
87,Senate,5009,48,0,SC,100,0,1,"JOHNSTON, Olin DeWitt Talmadge",J000195,1896.0,1965.0,-0.166,0.986,-124.01968,0.729,392,58,,-0.166,0.986
87,Senate,99369,48,0,SC,100,0,1,"THURMOND, James Strom",T000254,1902.0,2003.0,0.282,0.959,-93.04578,0.792,398,40,,0.379,0.925
87,Senate,1570,37,0,SD,200,1,1,"CASE, Francis Higbee",C000221,1896.0,1962.0,0.239,0.032,-102.13048,0.665,250,42,,0.339,-0.198
87,Senate,6796,37,0,SD,200,0,1,"MUNDT, Karl Earl",M001078,1900.0,1974.0,0.275,-0.018,-99.35713,0.779,398,44,,0.344,-0.142
87,Senate,10801,37,0,SD,200,2,5,"BOTTUM, Joseph H.",B000656,1903.0,1984.0,0.386,-0.234,-19.14337,0.857,124,10,,0.386,-0.251
87,Senate,3704,54,0,TN,100,0,1,"GORE, Albert Arnold",G000320,1907.0,1998.0,-0.328,0.551,-177.02785,0.612,361,86,,-0.598,0.801
87,Senate,5122,54,0,TN,100,0,1,"KEFAUVER, Carey Estes",K000044,1903.0,1963.0,-0.429,0.372,-116.75665,0.742,391,67,,-0.667,0.745
87,Senate,777,49,0,TX,100,1,5,"BLAKLEY, William Arvis",B000536,1898.0,1976.0,0.106,0.9,-13.50228,0.75,47,7,,0.096,0.995
87,Senate,10414,49,0,TX,100,0,1,"YARBOROUGH, Ralph Webster",Y000006,1903.0,1996.0,-0.416,0.51,-116.1357,0.742,389,66,,-0.522,0.832
87,Senate,10823,49,0,TX,200,2,1,"TOWER, John Goodwin",T000322,1925.0,1991.0,0.444,-0.07,-65.70398,0.813,317,27,,0.68,0.014
87,Senate,645,67,0,UT,200,0,1,"BENNETT, Wallace Foster",B000384,1898.0,1993.0,0.447,-0.334,-81.949,0.81,389,31,,0.418,-0.161
87,Senate,6754,67,0,UT,100,0,1,"MOSS, Frank Edward (Ted)",M001033,1911.0,2003.0,-0.396,0.192,-109.88439,0.754,390,62,,-0.553,0.43
87,Senate,52,6,0,VT,200,0,1,"AIKEN, George David",A000062,1892.0,1984.0,0.062,-0.435,-151.18223,0.66,364,77,,0.07,-0.32
87,Senate,7637,6,0,VT,200,0,1,"PROUTY, Winston Lewis",P000552,1906.0,1971.0,0.17,-0.564,-139.75939,0.694,383,73,,0.18,-0.505
87,Senate,1365,40,0,VA,100,0,1,"BYRD, Harry Flood",B001208,1887.0,1966.0,0.188,0.564,-117.38856,0.723,362,52,,0.163,0.842
87,Senate,7958,40,0,VA,100,0,1,"ROBERTSON, Absalom Willis",R000317,1887.0,1971.0,0.078,0.754,-123.27936,0.726,385,63,,0.12,0.738
87,Senate,4851,73,0,WA,100,0,1,"JACKSON, Henry Martin (Scoop)",J000013,1912.0,1983.0,-0.296,0.065,-84.60886,0.809,399,35,,-0.327,0.17
87,Senate,5913,73,0,WA,100,0,1,"MAGNUSON, Warren Grant",M000053,1905.0,1989.0,-0.325,0.179,-80.45454,0.8,360,30,,-0.3,0.181
87,Senate,1366,56,0,WV,100,0,1,"BYRD, Robert Carlyle",B001210,1917.0,2010.0,-0.309,0.729,-107.94216,0.762,397,37,,-0.281,0.375
87,Senate,7722,56,0,WV,100,0,1,"RANDOLPH, Jennings",R000046,1902.0,1998.0,-0.247,0.31,-108.601,0.762,400,46,,-0.311,0.115
87,Senate,7638,25,0,WI,100,0,1,"PROXMIRE, William",P000553,1915.0,2005.0,-0.598,0.801,-414.03756,0.355,400,156,,-0.156,-0.158
87,Senate,10110,25,0,WI,200,0,1,"WILEY, Alexander",W000465,1884.0,1967.0,0.169,-0.4,-170.99396,0.613,349,94,,0.132,-0.442
87,Senate,6249,68,0,WY,100,0,1,"McGEE, Gale William",M000445,1915.0,1992.0,-0.24,0.145,-100.71937,0.775,395,42,,-0.354,0.447
87,Senate,10806,68,0,WY,100,0,5,"HICKEY, John Joseph",H000561,1911.0,1970.0,-0.235,0.478,-134.05065,0.685,354,53,,-0.238,0.494
